0	22.000
1	20.614
2	21.303
3	20.750
4	21.590
5	21.542
6	21.844
7	21.059
8	21.347
9	22.050
10	22.273
11	22.910
12	23.507
13	22.474
14	21.083
15	21.765
16	21.284
17	20.391
18	21.887
19	22.109
20	21.455
21	21.325
22	21.544
23	23.208
24	23.738
25	23.535
26	22.699
27	22.994
28	21.616
29	21.526
30	24.054
31	22.481
32	22.225
33	22.956
34	22.298
35	21.529
36	22.548
37	21.733
38	20.552
39	21.794
40	22.334
41	21.888
42	22.800
43	21.204
44	21.218
45	22.229
46	22.059
47	20.880
48	21.995
49	22.711
50	21.722
51	22.236
52	22.863
53	22.667
54	20.936
55	19.303
56	18.715
57	19.954
58	22.031
59	21.920
60	21.572
61	22.914
62	23.005
63	22.690
64	22.757
65	21.959
66	22.955
67	23.182
68	22.839
69	24.198
70	22.595
71	22.575
72	23.112
73	23.385
74	22.872
75	23.005
76	22.608
77	23.134
78	22.788
79	23.266
80	23.345
81	21.539
82	21.496
83	22.807
84	22.804
85	21.521
86	20.891
87	22.487
88	22.857
89	22.390
90	21.932
91	21.983
92	23.050
93	23.042
94	22.466
95	23.475
96	23.979
97	24.161
98	24.280
99	24.376
100	25.714
101	25.232
102	26.531
103	25.831
104	25.291
105	26.497
106	24.933
107	23.732
108	24.232
109	25.085
110	24.299
111	24.598
112	26.098
113	25.419
114	27.066
115	27.184
116	25.706
117	26.041
118	26.262
119	24.731
120	25.393
121	27.173
122	26.531
123	26.450
124	27.663
125	27.195
126	27.063
127	27.265
128	26.680
129	25.845
130	26.136
131	26.208
132	25.310
133	25.369
134	25.369
135	24.392
136	27.024
137	28.834
138	27.974
139	28.676
140	28.601
141	29.332
142	29.695
143	28.501
144	26.225
145	27.932
146	28.561
147	28.415
148	30.418
149	30.473
150	29.068
151	28.126
152	26.816
153	26.840
154	27.657
155	28.547
156	29.293
157	27.889
158	27.025
159	28.033
160	28.375
161	27.606
162	27.379
163	27.646
164	27.836
165	28.715
166	30.014
167	32.321
168	32.478
169	30.551
170	28.200
171	28.521
172	28.862
173	31.379
174	32.957
175	32.335
176	32.265
177	33.792
178	32.940
179	34.202
180	35.750
181	36.059
182	32.660
183	33.678
184	33.498
185	34.209
186	35.172
187	35.920
188	36.523
189	35.511
190	34.538
191	34.547
192	34.504
193	33.624
194	35.022
195	36.989
196	37.043
197	37.187
198	37.237
199	38.001
200	38.184
201	38.506
202	39.092
203	39.158
204	38.992
205	38.203
