0	18.0000
1	17.2789
2	16.9333
3	17.1798
4	17.7990
5	17.5501
6	17.8332
7	17.1867
8	16.1397
9	16.3902
10	16.7851
11	17.3658
12	16.7359
13	17.5553
14	17.4180
15	17.0577
16	18.0351
17	17.7861
18	17.2198
19	17.6383
20	17.6667
21	16.8962
22	18.1306
23	17.5544
24	17.0332
25	16.8674
26	16.6387
27	16.8110
28	17.0685
29	17.0936
30	16.9283
31	16.9777
32	17.8097
33	16.6437
34	15.9161
35	17.1150
36	17.0748
37	16.7756
38	18.3056
39	18.6773
40	17.3171
41	17.3024
42	17.6002
43	17.9482
44	17.7778
45	17.9713
46	18.1505
47	16.8992
48	15.1958
49	15.5722
50	15.5607
51	15.6763
52	15.5383
53	15.1533
54	16.9117
55	17.9564
56	15.6316
57	15.5781
58	16.3814
59	15.5623
60	15.4845
61	16.4542
62	17.6025
63	16.6811
64	16.4764
65	17.1316
66	17.0351
67	16.8055
68	17.1865
69	16.7671
70	16.5583
71	18.0378
72	17.9474
73	16.9050
74	18.1126
75	16.8686
76	16.6759
77	18.2741
78	17.5117
79	16.7909
80	16.9756
81	16.4358
82	16.8350
83	17.5741
84	17.1856
85	15.8816
86	15.8325
87	16.8687
88	15.7171
89	14.6869
90	16.3519
91	16.5431
92	17.2755
93	17.3622
94	15.4958
95	14.9560
96	16.8227
97	15.2939
98	15.8904
99	18.2953
100	18.3822
101	17.4074
102	16.6457
103	16.9121
104	17.2736
105	15.8788
106	17.0764
107	16.8926
108	16.4649
109	18.0050
110	18.3047
111	17.2390
112	17.5641
113	18.2032
114	17.0833
115	17.5068
116	17.0763
117	16.4912
118	17.1634
119	18.3069
120	18.7064
121	18.7487
122	18.6949
123	17.9425
124	16.6380
125	17.1499
126	17.5895
127	17.5303
128	18.5332
129	18.6162
130	16.9263
131	16.9718
132	18.5990
133	18.3999
134	17.6712
135	17.0239
136	17.7790
137	18.3903
138	18.3372
139	17.6017
140	17.2776
141	17.6426
142	17.3273
143	16.6484
144	18.6547
145	18.9687
146	18.7074
147	19.3046
148	18.9414
149	18.4669
150	18.5965
151	18.6165
152	17.4074
153	17.0306
154	18.5039
155	18.6652
156	18.3019
157	18.9299
158	19.2215
159	19.0882
160	19.3643
161	17.9028
162	15.9938
163	18.0884
164	19.3865
165	19.2373
166	19.4324
167	19.4184
168	19.6039
169	19.0526
170	18.4633
171	18.3750
172	19.2570
173	20.3528
174	20.5334
175	20.4600
176	20.1668
177	20.6031
178	21.0086
179	20.5717
180	20.5688
181	19.5746
182	20.6554
183	22.1600
184	21.4584
185	22.0548
186	22.7939
187	23.0257
188	23.8687
189	24.5584
190	23.7477
191	24.2426
192	25.3444
193	25.8515
194	25.9953
195	26.9640
196	27.2395
197	27.6882
198	28.6068
199	30.9868
200	31.2965
201	33.3069
202	35.8301
203	37.8783
204	41.6281
205	44.9264
206	47.5802
207	52.1627
208	56.3030
209	59.2222
210	63.1765
211	67.4218
212	70.9190
213	75.2639
214	80.4290
215	82.6466
216	84.6011
217	85.0000
218	85.0000
219	85.0000
220	85.0000
221	85.0000
222	85.0000
223	85.0000
224	85.0000
225	85.0000
226	85.0000
227	85.0000
228	85.0000
229	85.0000
230	85.0000
231	85.0000
232	85.0000
233	85.0000
234	85.0000
235	85.0000
236	85.0000
237	85.0000
238	85.0000
239	85.0000
240	85.0000
241	85.0000
242	85.0000
243	85.0000
244	85.0000
245	85.0000
246	84.6579
247	82.8501
248	79.6293
249	76.5742
250	72.6124
251	66.8494
252	63.3666
